27	0	3433
45	0	411
68	0	1061
75	0	1117
75	0	2898
335	0	1825
429	0	433
429	0	95
443	0	1548
456	0	1571
479	0	3411
499	0	3223
659	0	4078
665	0	3659
755	0	2027
769	0	2741
844	0	2639
850	0	1153
862	0	2804
930	0	2023
1004	0	1731
1004	0	4083
1005	0	911
1008	0	2277
1016	0	1073
1042	0	2734
1084	0	3820
1091	0	124
1091	0	2280
1146	0	1691
1153	0	850
1157	0	2028
1178	0	4138
1183	0	1182
1187	0	768
1212	0	4173
1225	0	130
1234	0	3894
1306	0	1356
1355	0	4043
1399	0	2289
1403	0	1691
1426	0	1314
1432	0	2040
1434	0	1986
1454	0	1540
1455	0	346
1514	0	2048
1516	0	749
1553	0	4246
1571	0	1327
1665	0	2396
1691	0	1403
1725	0	4200
1795	0	752
1813	0	2856
1817	0	4264
1876	0	4141
1877	0	4142
1926	0	2860
1960	0	2250
1977	0	2887
1982	0	2913
2010	0	2638
2027	0	755
2048	0	2289
2059	0	1897
2108	0	1444
2122	0	2439
2128	0	3274
2208	0	2341
2246	0	4249
2250	0	1960
2251	0	1961
2260	0	3010
2304	0	2303
2345	0	4250
2347	0	3643
2347	0	1061
2351	0	1135
2353	0	1135
2368	0	2798
2425	0	1483
2520	0	3352
2526	0	2444
2569	0	3043
2569	0	3043
2613	0	1467
2638	0	2010
2644	0	812
2710	0	14
2733	0	668
2750	0	56
2750	0	3517
2795	0	1138
2798	0	2069
2798	0	2069
2813	0	2001
2832	0	1103
2866	0	546
2886	0	2440
2886	0	2440
2913	0	1982
2925	0	1730
2932	0	2793
2963	0	678
2990	0	3645
3009	0	3552
3010	0	2646
3028	0	2396
3057	0	2646
3059	0	659
3059	0	1990
3060	0	2379
3064	0	48
3119	0	496
3179	0	3320
3179	0	3320
3194	0	3195
3249	0	4072
3274	0	2128
3274	0	2128
3283	0	3464
3303	0	1128
3306	0	2130
3307	0	4094
3310	0	4243
3387	0	711
3443	0	461
3464	0	1377
3464	0	3283
3563	0	346
3659	0	4075
3726	0	3764
3745	0	4077
3745	0	4077
3750	0	2905
3750	0	3409
3767	0	3737
3794	0	1201
3803	0	307
3822	0	2340
4009	0	1682
4035	0	2821
4060	0	2176
4156	0	487
4163	0	1543
4227	0	1203
4233	0	4240
4253	0	1547
250	1	701
311	1	1231
414	1	3703
423	1	546
488	1	186
506	1	1886
517	1	733
517	1	1886
544	1	0
546	1	3366
599	1	2517
625	1	2230
668	1	2724
717	1	3441
733	1	1886
733	1	3441
734	1	733
734	1	3703
845	1	701
1082	1	3342
1164	1	364
1512	1	1767
1590	1	602
1605	1	682
1656	1	1160
1880	1	4260
1895	1	1401
1895	1	2586
1895	1	2837
1934	1	1540
2215	1	2403
2255	1	505
2255	1	1146
2292	1	3703
2379	1	2379
2461	1	3703
2836	1	157
2925	1	3366
2971	1	1886
2996	1	488
2998	1	1886
3113	1	794
3324	1	2867
3342	1	517
3342	1	3421
3381	1	1621
3427	1	3366
3498	1	3498
3522	1	4200
3563	1	425
3607	1	809
3607	1	1715
3607	1	1787
3607	1	1798
3607	1	3619
3607	1	3620
3607	1	3703
3607	1	3760
3607	1	3989
3608	1	122
3608	1	517
3608	1	800
3608	1	842
3608	1	1256
3608	1	1264
3608	1	1397
3608	1	1787
3608	1	1813
3608	1	2001
3608	1	2230
3608	1	2405
3608	1	2558
3608	1	3600
3608	1	3703
3608	1	3848
3608	1	3934
3640	1	1798
3640	1	2467
3651	1	711
3663	1	546
3666	1	2379
3684	1	423
3700	1	530
3846	1	507
3846	1	546
3848	1	3703
3983	1	3441
3994	1	3963
4057	1	2717
4200	1	530
4200	1	1201
4200	1	1670
4200	1	3345
4211	1	1512
4247	1	501
4257	1	3703
1594	2	1595
2353	2	2351
2919	2	2920
3025	2	3024
3674	2	2307
465	3	1731
465	3	2215
465	3	2438
501	3	44
625	3	3472
682	3	2837
959	3	1181
1164	3	1891
1548	3	1474
1637	3	2609
1880	3	3794
2141	3	4281
2396	3	1873
2925	3	1455
2925	3	2182
2925	3	2990
2957	3	2403
3003	3	3002
3607	3	422
3607	3	1500
3607	3	3002
3607	3	3121
3607	3	3425
3607	3	3556
3608	3	286
3608	3	422
3608	3	1671
3608	3	1838
3608	3	2379
3608	3	2409
3608	3	4308
4247	3	1792
4260	3	4196
4267	3	2837
4294	3	1553
555	4	555
852	4	555
852	4	3578
1195	4	3536
1509	4	1509
1516	4	2837
1520	4	4227
2189	4	3312
2789	4	2789
2789	4	2789
3711	4	3711
3750	4	641
3794	4	1201
3835	4	778
3835	4	2545
510	5	1500
510	5	3957
510	5	4267
903	5	4281
1430	5	346
2347	5	3549
3360	5	852
682	6	466
7	8	6
13	8	11
13	8	11
14	8	2710
21	8	20
24	8	26
25	8	24
30	8	31
30	8	31
30	8	31
37	8	11
44	8	2335
75	8	75
88	8	11
110	8	110
135	8	137
147	8	2490
166	8	768
195	8	196
228	8	229
228	8	229
232	8	233
240	8	239
246	8	245
